order	patch_no	decision	category	sha256	filename	reason
46	1017	keep	bug	83331b98797fac041d76c10e3c71fd60ae4abef99011970a03c16a0eb17d1837	php-7.0.32-bug74764.patch	
47	1018	keep	bug	70267f5a3fe51e7d1dc8a8a3782dc78a29b6e4321dd100462474a372fe4b21d7	php-7.0.32-bug75231.patch	
48	1019	keep	bug	245105a6f46f66c96a097fec2873a6a03173d0726f63565ba846fb788075e033	php-7.0.32-bug75273.patch	
49	1020	keep	bug	6cfb620b720c2dde938af7f3c360c19419b78a5a6f62a77a951b4090221aca2e	php-7.0.32-bug75402.patch	
50	1021	keep	bug	d9cb59c12426a7c2fa0f1fb1e46567a2f2798c7eac1c8377d74bed9edbbeacd5	php-7.0.32-bug75533.patch	
51	1022	keep	bug	bc457e6796ce97dee099452ce8b324adbcd1c0916fd01ac8cb8ad9045971f6c1	php-7.0.32-bug75696.patch	
52	1023	keep	bug	d97bed5b1e2201010a01a3fcffe114caf53b2e78f82eeae29b3c47c32555858a	php-7.0.32-bug76366.patch	
53	1024	keep	bug	37b9dfd19fd5a7e32db3ec4c6fede39a280502126b9349b4cbf88579b2987d2a	php-7.0.32-bug76480.patch	
54	1025	keep	bug	5332fee25e1dc5c290b5e30d7288b1373fc2276675488d1c00d1de11addc2dcd	php-7.0.32-bug76488.patch	
55	1026	keep	bug	86dfb3878e65fa940470cfba9e0866f927be06fef0e179c49c6d2501a411a5e8	php-7.0.32-bug76502.patch	
56	1027	keep	bug	6b40267bb1a0e78167ad98fe8f492ba0219118dba2557ae0021565eec49ed41e	php-7.0.32-bug76505.patch	
57	1028	keep	bug	bb8d2825c3f89ce6bde697cc57776d480a296caefc18c4ab08b0c31186a237f8	php-7.0.32-bug76517.patch	
58	1029	keep	bug	97bc2c19e99d860d4d5e5fb9af098d6e1e792988df425a7d9efd392534fcdd68	php-7.0.32-bug76524.patch	
59	1030	keep	bug	e791ce872d94de51c3296a81dbfd049e3bb0f65c6a4c09612b28453474141d86	php-7.0.32-bug76532.patch	
60	1031	keep	bug	d421db7c2b9a11175a9ff10b1b555b4ea3375791401ca38202ef4aa3eae1d79c	php-7.0.32-bug76534.patch	
61	1032	keep	bug	a34f1b29f5cb859e05e468e9984cf9bf44bb250ad463bfb01001f2196c48d9d4	php-7.0.32-bug76536.patch	
62	1033	keep	bug	a8888647cf31abe16bcd27fe16f475f9825a545df27c3460916205e69ebffc14	php-7.0.32-bug76548.patch	
63	1034	keep	bug	a0dbfc98b9b838dc721a188a58b5d8a5a683c61d0dab955225717432abf28940	php-7.0.32-bug76665.patch	
64	1035	keep	bug	040d7a7d818da2ac52d5db6e9ad8cef918e55a7542c73febbcf5d3c7359a67b4	php-7.0.32-bug76704.patch	
65	1036	keep	bug	af66efd4f555241041569d76a2935af8f1ae7a632adf9514fc7c9f4423b462d0	php-7.0.32-bug76705.patch	
66	1037	keep	bug	9443340f0a3c341f8dcadf58c92ada8ed6332f4f99a9f14d2ed3605724635d13	php-7.0.32-bug76709.patch	
67	1038	keep	bug	0499a989e2adf656086f23ff30c703fe0c583bb7fbc6e5c5e358c8dc35778112	php-7.0.32-bug76747.patch	
68	1039	keep	bug	725f928c0b9a0c3d49c6f12d99c5f417995729f5d32f7ba1369a16884cba7f28	php-7.0.32-bug76754.patch	
69	1040	keep	bug	041a4312a7377c9c1a43a42f38bbc461372aa61e97f59ab2633b6f674407f38a	php-7.0.32-bug76777.patch	
70	1041	keep	bug	a027630b7b6c4d6c5f7e52a8659080c50d849cc7d9b484838e69bb576628b43c	php-7.0.32-bug76778.patch	
71	1042	keep	bug	79fee7363f71190767c35e5aa7e34bde526d2bb729dafb7e126b7c3d33634c38	php-7.0.32-bug76800.patch	
72	1043	keep	bug	13ea2cf47c4e438d2369a5efa6a545908b5c0df345cc8fcbce9e26ce99369b6c	php-7.0.32-bug76832.patch	
73	1044	keep	bug	939f2657419c6310bfefeb12e9c7ecdb6249b842475a7d25e81ad449c6a1e1d9	php-7.0.32-bug76886.patch	
74	1045	keep	bug	fd8c9cdb9c3b3d8bfb8286bd762663e3d412f11db900c1de4a62caa08c307de0	php-7.0.32-bug76901.patch	
75	1046	skip	build/packaging	acf8117c0f69860f67550d70f0166928e250fb46ca185d00b39f1b396385a60e	php-7.0.32-bug_arginfo_bzcompress.patch	build/packaging glue, not a source security/bug backport
76	1100	skip	vendor/sapi	8b765eb8281a4ba24c5023699039c123314d29880091f40f0b71a9a2214ca7c9	php-7.0.33-wordpress-update-url.patch	CloudLinux/LiteSpeed/EA4 runtime- or SAPI-specific
77	1101	keep	bug	766cfde172fa1e2a588d50b9bcc3aa21824e09dff9c5711c6ba99b0f11705a05	php-7.0.33-bug77242.patch	
78	1102	keep	bug	fb3faf17955b85085e2b444b08aad8213436535a5fb3fe625f4379ab9e3f2cb1	php-7.0.33-bug77380.patch	
79	1103	keep	bug	685075d33aaf0e591421f44dc8736be905177fd023e856ef90af36a880baebe3	php-7.0.33-bug77247.patch	
80	1104	keep	bug	470cc697771d2b57117f066493e9f4414f5144d7a3d593469f6057d5945f91e7	php-7.0.33-bug77370.patch	
81	1105	keep	bug	a9506cf3d2eaaa497f2f15413f3be994f15ddef87e3c139c04351e10640f7740	php-7.0.33-bug77418.patch	
82	1106	keep	bug	cb6fc42643c807c086d131ae9d916470c7c1aeeb1fbd3878842a3b9fcfcd45e1	php-7.0.33-bug77270.patch	
83	1107	keep	bug	0cd57c8bbcd6c266f2dbd6ba99010cf101b4bf204f75ebe95c050d202aae44ce	php-7.0.33-bug77269.patch	
84	1108	keep	bug	2288b21297e311faaaa97d391fddaa6ee33b122aee75d00b088555f1684cddbb	php-7.0.33-bug77371.patch	
85	1109	keep	bug	670432d855f5155a01922f6a55dfde9077c428f2d2693fefd8bee6e84fe1bf16	php-7.0.33-bug77630.patch	
86	1110	keep	bug	fab488d386f8a7df395e701885f6b548d0642c3fbadb658f5a6bd379cab6ac1c	php-7.0.33-bug77494.patch	
87	1111	keep	bug	72b662be73a343977ac46e1922c0ecbccd55ff0e90bba60a17d6e3825815e331	php-7.0.33-bug77431.patch	
88	1112	keep	bug	2faf2101d0610fdcc2235fcc8ebf9d1020871d383aac81e85056c8e681ee5258	php-7.0.33-bug51068.patch	
89	1113	keep	bug	e8a42c0d79f571b2da52587465aa9f451b039c1906be27ae159b6ba089c296e7	php-7.0.33-bug77396.patch	
90	1114	keep	bug	d4592c75f9295eb0d10ffabc6802fc166831e4a991cf247c2f84dcad1b390941	php-7.0.33-bug77540.patch	
91	1115	keep	bug	e516529107e247d2b63728284e3f2ff2268ec333175468f28f3111a504b8f266	php-7.0.33-bug77390.patch	
92	1116	keep	bug	5cf4b4ebc0274cd7ab8bb114ce4ddc787107dc102335c0712a04db47a9ef13ee	php-7.0.33-bug77586.patch	
93	1117	keep	bug	46aece72ad2ddd000fedc4280d4ac9d1f86f39afe6dec5827136e748dbbb44d7	php-7.0.33-bug77546.patch	
94	1118	keep	bug	a295f67b1b0f3d5afd1e807e80056f2dfd9645a9f0e612a860cf97d40a9d7e02	php-7.0.33-bug77563.patch	
95	1120	keep	bug	837ded719092fee364fc4efd87952e8a0a6348dc2ff7a9fe9996464593cf7789	php-7.0.33-bug77843.patch	
96	1121	keep	bug	000f7c5c6d0c96a6b387999f6254579f8f350eda04a299cf1f6101d8566ca6e6	php-7.0.33-bug77024.patch	
97	1122	keep	bug	b0843b6961ec9b300dbb296af461e496a1b494fda3313e28dfec6e1d3d7dbe2d	php-7.0.33-bug77945.patch	
98	1123	keep	bug	68b9c2fd2696591d0c8495d3cc4fbebb3fcd7acdc7af91d98a544e87527e1d33	php-7.0.33-bug77677.patch	
99	1124	keep	bug	03851aab52988f2788cdee71b3357ffb4d2737833dfd86bd43e5c487c0d6c3f7	php-7.0.33-bug77697.patch	
100	1125	keep	bug	3a36d657c56e94aea1c1457cbb1d9da8a554ac324e57251218f3cf17021b63f1	php-7.0.33-bug77943.patch	
101	1126	keep	bug	37a740f636c8850f1061f47d86e7e75d8d7c2c52f2c8f6a4c91acebd434e7fef	php-7.0.33-bug77652.patch	
102	1127	keep	bug	28fc1eb16346ac04d5ad768fdd98061e38355177b59dbee2851419ff950a81a3	php-7.0.33-bug77944.patch	
103	1130	keep	bug	6418fbfe8a4e0f23e8f1023f6f620da614e43f7e437f31946e4999ee09e8b49a	php-7.0.33-bug75113.patch	
104	1131	keep	bug	9c3849bb3947b0753293ba3830a0dbef1bf4179f810c113c5f4956d3b1e60683	php-7.0.33-bug76717.patch	
105	1132	keep	bug	7a38f1fecf992b11caeeb79c5e58cb78bbaf43d95e94c6cfa7a5f5f239efaa6a	php-7.0.33-bug77921.patch	
106	1133	keep	bug	780fabec2aff3733101484bf85461579960d1ca4aced7651d68f32c7834dcaf9	php-7.0.33-bug77597.patch	
107	1134	keep	bug	22b16414aa5634c5d612f95ef3e894a59dc09a77c16886d9493a9f3cb1277ec4	php-7.0.33-bug77934.patch	
108	1135	keep	bug	05bcd020210207ed5aa6fba250b1f6a33974123f4f710ebcfb15c5084debfc31	php-7.0.33-bug77700.patch	
109	1136	keep	bug	36dc07b7a85aacf931dbd9a4aa877de9624b4775d338a696a92268c8ac3ea18b	php-7.0.33-bug77765.patch	
110	1137	keep	bug	cf78d3913284df250a434c5007c4f992d39454ad93bb4f1302588ad21dbd65d9	php-7.0.33-bug77767.patch	
111	1138	keep	bug	568ccb32a3a1abd53b6da2071549d80da5540794748823ff8408bf02d25c661c	php-7.0.33-bug77722.patch	
112	1139	keep	bug	aa2c4fb1e89af8698bdea4435a498352aa41c20459caba0e6cdbca3424f12379	php-7.0.33-bug77664.patch	
113	1140	keep	bug	e39b8909011946e40a70592aeed1891603d672ca52bf6d796d5cc7167608b971	php-7.0.33-bug75186.patch	
114	1141	keep	bug	8682e423896e243b2e8875698fcad68c3ac3585d271d13f831f0bb61e73bec2c	php-7.0.33-bug50020.patch	
115	1142	keep	bug	0802a2c9585c909ebdebfe10b532ac44687a9988ff77f5f394ae3038f3f5ff15	php-7.0.33-bug77742.patch	
116	1143	keep	bug	70243e823829ea9e2240fb80929e8da0e9c8052704c135d792b0c9e433f80b52	php-7.0.33-bug77738.patch	
117	1144	keep	bug	5608a0f9661e7550809dae4cc408951a738921c97cee7b274d314a613737b215	php-7.0.33-bug77660.patch	
118	1145	keep	bug	612d0be55e8658998be6c21fc637003b82efcf43b39353922b37938cad07bc86	php-7.0.33-bug78069.patch	
119	1146	keep	bug	d6cf42346baf575b5facf384256e29ab0816f7ed1d4752b0f47f626cdf66f489	php-7.0.33-bug77967.patch	
120	1147	keep	bug	68a3a0046093043e3a4fb9565cdc1a0a50efd71f2ffa453f350fcca55441d48a	php-7.0.33-bug77973.patch	
121	1148	keep	bug	2f9e0fbcabac409b567414b8af5440cb8a885efc93cf146b366dd21b8fb4501e	php-7.0.33-bug77988.patch	
122	1149	keep	bug	5cacb767bffe6545387b6586cdb3e8f7693ff5ccf36c73e4fa3d0f57d6288a66	php-7.0.33-bug78291.patch	
123	1150	keep	bug	5085134a4cc6ecb6457bb167b7b1070fe5a7d09cd2cdf67f583e575669cecabf	php-7.0.33-bug77919.patch	
124	1151	keep	bug	2f401d92c25f4a4f17df1a7704578daf4cfee316f603b5e63edfcb08a40b7007	php-7.0.33-bug78192.patch	
125	1152	keep	bug	73dbb22b0f69c3b7493e59f82f7f39cba83571a79c1498e6653630fa677c25a4	php-7.0.33-bug78212.patch	
126	1153	keep	bug	a6163aba68d30094883339df8e3b9b6c263aa78233df29c89a5670867650e5b5	php-7.0.33-bug78297.patch	
127	1154	keep	bug	79485959dc73eab2947eb7635a3c13dab44c9e718ec71fe6bf360abaa1125cf3	php-7.0.33-bug77124.patch	
128	1155	keep	bug	0f1b0f13c2bcfe05966247054c752b282e80ac5fafdbd2ef262107a28aa7379e	php-7.0.33-bug78256.patch	
129	1156	keep	bug	85c2f4ff7a2607966dd222067e6bfe6cb61a466c56f310bcff6763749cf1f8f8	php-7.0.33-bug78173.patch	
130	1157	keep	bug	83d1d0d019848be38672867d0677ba1ef80d15feabe6516b09e47aa76f756383	php-7.0.33-bug78222.patch	
131	1158	keep	bug	90d26ca06efd68731c45fe8dadedc9011da6fad4dc346d7cf845af1df39a7fc8	php-7.0.33-bug78241.patch	
132	1159	keep	bug	269af6dd7740bd10300d766e8cbdce64c270feafadf5546f1781b55ba938bf9f	php-7.0.33-bug78202.patch	
133	1160	keep	bug	e1fbba3009aae0bac049a41ae56d5c98a7455817440a0db84ff3201237a9efbc	php-7.0.33-bug78279.patch	
134	1161	keep	bug	5f8146f2db5d588e2f43f881408f1a8a08223421d8bea08222c52f326eee4969	php-7.0.33-bug77946.patch	
135	1162	keep	bug	7cd05694f3c6bfa3056dec35453030c447a8218a5ddded62fac9623004b81b30	php-7.0.33-bug78333.patch	
136	1164	keep	bug	9761ebe20d845468e133056d07189f2f9416fbffa975057070c557435d8179e1	php-7.0.33-bug78326.patch	
137	1165	keep	bug	f93c6f4f304dc2858da19693a0737fe9976f862a412da6ffeacccdfaca6a848a	php-7.0.33-bug69100.patch	
138	1166	keep	bug	12ad1743c4b53d907ae16543046493a328d1c87029d7b895a2087f6970c9ad7d	php-7.0.33-bug78379.patch	
139	1167	keep	bug	c4583c95af24f85936861986e5260fc189ca0104bf2564fdebcbc4a53b1825bb	php-7.0.33-bug78282.patch	
140	1168	keep	bug	e012caec6a4e8edfd8bb8feb2cd17b51ce35536160c4f514efd164960187c3fb	php-7.0.33-bug78342.patch	
141	1169	keep	bug	1bf96774baa6e44684148a6521e4a471f212dd806870dd38420ba243ba93c62b	php-7.0.33-bug75457.patch	
142	1170	keep	CVE	07ba31090d3c48167e6454567d209dd3b1e6b0b0469b33675dc7e78642200891	php-5.2.17-CVE-2019-13224.patch	
143	1171	keep	bug	707d8b7e80768785346ac19db8d6dae6ad83a7dd8b2ad79ae62857117fe55f49	php-7.0.33-bug76342.patch	
144	1172	keep	bug	6af6fc18da95c0091ab1e634dc77ff6b0d45c72e25ac56bb1fae19a5783d99fc	php-7.0.33-bug76859.patch	
145	1173	keep	bug	d3d5aa3acde73a7b18384e720b5cc24ce44299b9c28f7028e9cfc909699b449b	php-7.0.33-bug78641.patch	
146	1174	keep	bug	edfd76b23e234b2445db27f60c1aae5b1fba5501b9e49660603385927639c92c	php-7.0.33-bug78620.patch	
147	1175	keep	bug	820454e7b4d9b7ad6fe872ba08d1b15b3fa0c11f92a654975849d29f71e1a928	php-7.0.33-bug78599.patch	
148	1176	keep	bug	7cf6c47b10949ca1681a2137c0a8200cf6a0f832b1a56a36a07652813be0872e	php-7.0.33-bug78579.patch	
149	1177	keep	bug	a2c2858eae1a1b27be880d11edd50e97ac3569840628722042f280fdf69c79c7	php-7.0.33-bug78413.patch	
150	1178	keep	bug	9abe5da3c2c18b7a9441c96b26338ed754e6a8ca8a2b54bda04e2f0c1cb959d3	php-7.0.33-bug78612.patch	
151	1179	keep	bug	1847c8084435d3e5e4c630472809e1fb31a3106841b928200dc20fd9bf8c81ee	php-7.0.33-bug78535.patch	
152	1180	keep	bug	004ce70dac93bc1d94f92b500f6dd5252c3e5acbda9a38b1934c1686cd16c9f4	bug78910.patch	
153	1181	keep	bug	1b6bf30447ac2c7f8337596080ee49bf982268e949bf4907c7e389351d00761a	bug78862.patch	
154	1182	keep	bug	f35e33002496d776efda6eacae728f04a52faab6a51bf45a675d2d51e8187c95	bug78878.patch	
155	1183	keep	bug	1711a0b866a64ed5b2416404a60320cfa4f14e1ef2bab2ad3032d334cfd09a96	bug78793.patch	
156	1184	keep	bug	add8594db123fe0ca8b027989cc018d54f4e568a75cf7170ba672aa8cb8a08db	bug78863.patch	
157	1185	keep	bug	ed4f309bffb2c4adc0daf3650065f72ef0a51bc8e38c5c49378f2ea8b2079b1e	php-7.0.33-bug79037.patch	
158	1186	keep	bug	1b4b06fadb5101fecad5c2b36276383719af5cdb4bcd3933b67c12028243ede3	php-7.0.33-bug79082.patch	
159	1187	keep	bug	8011408a4fab32f99b01b3b26d137b13e14ec8e260c0d74b192487092d9a805b	php-7.0.33-bug79099.patch	
160	1188	keep	bug	60308ee02cb381ddce34e7f15cbda2d75fb6c81a865a9eef287e22d3b31a4041	php-7.0.33-bug79221.patch	
161	1189	keep	bug	c6d16a7b83aaa1eebb76a5e2ebe7b3da3a240451ad2f96a41c58e2b4170940a0	php-7.0.33-bug77569.patch	
162	1190	keep	bug	a36ec4dc8d4b1029bc8b7f1a22215a8965bdfef9201012e934328decc1b74406	php-7.0.33-bug79078.patch	
163	1191	keep	bug	8953e08cf297b60082701ffec80216b14ab3ea6b7b72bc8be39b7f38719ba13b	php-7.0.33-bug79282.patch	
164	1192	keep	bug	5c071c9ef2b94ddbd5f1e40e41a4ea1eacd5ec4bf36c7607649029b5bed0f2a5	php-7.0.33-bug79329.patch	
165	1193	keep	bug	bd411f5d6ce903e57c5dcb62f3070fe65fadf3d167aa8b639a7cef36f11bd538	php-7.0.33-bug61597.patch	
166	1194	keep	bug	aa59b8253e1557c4dbd2248d13380f2099d49d64878042b06bfbb6ee6368bbfc	php-7.0.33-bug74940.patch	
167	1195	keep	bug	ebefe6f5e98bb71e7302a9872bd41e4b88662906f49584be073c98e677995770	php-7.0.33-bug75673.patch	
168	1196	keep	bug	e213ed03de691d1619a4e453a4be85ec5cdfe2fe578351288d6e5739b41db585	php-7.0.33-bug79199.patch	
169	1197	keep	bug	a237f826f534c1df5d44b1e8bf8da4b2dad61edd5c103bfc6cbf636699a414d7	php-7.0.33-bug79200.patch	
170	1198	keep	bug	0e83c8b370e4d1e1bda9e428af96beded1c00dc5922d5f722709daab20b7dae2	php-7.0.33-bug79296.patch	
171	1199	keep	bug	71a06a097e31af2488e6ec031dff99a3c996da22cba750d9d037682775a362dd	php-7.0.33-bug79330.patch	
172	1200	keep	bug	ad192412b268d187b11197490ee07e0f1a5b2506304353a7abb3a833e9d3aae7	php-7.0.33-bug79364.patch	
173	1201	keep	bug	90747746ba64bf31f05379c1fb07adfdd75490c55bd69efbe870e1364f1d91be	php-7.0.33-bug79393.patch	
174	1202	keep	bug	09d88296eb8443ee74cc9f34c611a1193f9b7d78ead11815ab0ff076e964302c	php-7.0.33-bug79396.patch	
175	1203	keep	bug	8f2ca2e81b3772bdb9a419cbe2f978a5b99954ad766b10d39600a747902d1766	php-7.0.33-bug79410.patch	
176	1204	keep	bug	70aa9521471501cedc6f7e4d141647ae630cacc74429bacc95b1354c792168db	php-7.0.33-bug79424.patch	
177	1205	keep	CVE	bf614f65a4a3002e06da2df71d11a0931eeec70a3ad527694e6d8fc654839abe	php-7.0.33-bug79465-CVE-2020-7067.patch	
178	1206	keep	bug	f4b69708eeeeabd46a456f6f048c50732bdfa87081a2f2ef1ebff684d304b632	php-7.0.33-bug79468.patch	
179	1207	keep	bug	612c826f81c529395947dd7a24cc8d745e821206c1879d7e7d5f194f85592b60	php-7.0.33-bug78221.patch	
180	1208	keep	CVE	fcdaa491e694d94b1b43e85c3824dffb30c69fe604cf810cc2bcf7a84ef84169	php-7.0.33-bug78875-CVE-2019-11048.patch	
181	1209	keep	CVE	9b4f1cb8278c75bf05c66f84436734699b77e848931c9d1ba75dea420039873f	php-7.0.33-bug78876-CVE-2019-11048.patch	
182	1210	keep	bug	cdeafa8abf8c5278bba9f51d2b98d436cf0dda5ba7549ddd63b3e85cbfcacccf	php-7.0.33-bug79497.patch	
